review_id,review_text
R02882,"Using it on a beach holiday for half a year. The nose pads does exactly what it needs to, nothing fancy but it works."
R02883,Decent product for the price. Satisfied.
R02884,Worked fine at first but after half a year developed a rattle in the bass. The pairing button was the weak point.
R02885,Been using this for daily vegetable prep for about four months now and the bolster has held up well. No complaints so far.
R02886,Been using this for daily morning practice for about half a year now and the foam density has held up well. No complaints so far.
R02887,Been using this as a check-in bag for about six weeks now and the telescopic handle has held up well. No complaints so far.
R02888,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R02889,"This chair is great quality and arrived fast. Very happy with it, recommended."
R02890,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R02891,Picked this up during workouts. After two weeks the battery shows no wear at all. Exactly what I hoped for.
R02892,"This pair of shoes is great quality and arrived fast. Very happy with it, recommended."
R02893,Had this four months. Mainly use it alongside an existing routine. The consistency is the part that impressed me most.
R02894,"Bought it at a small house party. The bass driver is better than I expected for the price, still solid after six weeks."
R02895,"Does the job on a work site. Not perfect, the button covers went mushy eventually, but for the price it is acceptable."
R02896,"Works well, no issues so far. Good value."
R02897,"Great set, quality is excellent and delivery was quick. Happy to recommend."
R02898,"Nice quality, does the job. Recommend."
R02899,"Decent in a car cup holder, though it stopped holding temperature after about eight months. The inner coating is still holding up at least."
R02900,Been using this for daily commuting for a month and the temple arms still looks new. Genuinely impressed with the build.
R02901,Been using this on sensitive skin for about four months now and the consistency has held up well. No complaints so far.
R02902,"Decent for daily office work, though the scroll wheel got notchy after four months. The glide feet is still holding up at least."
R02903,"Very happy with this bottle. Great quality, quick delivery. Would recommend."
R02904,Mixed feelings. The surface texture is good but after six weeks the grip went once it got sweaty. Fine if you use it lightly.
R02905,"Using it for eight hour work days for three months. The lumbar support does exactly what it needs to, nothing fancy but it works."
R02906,Had this about eight months. Mainly use it through three connecting flights. The spinner wheels is the part that impressed me most.
R02907,Had this six weeks. Mainly use it as a work bag. The magnetic clasp is the part that impressed me most.
R02908,"Using it on a glass desk for three months. The sensor does exactly what it needs to, nothing fancy but it works."
R02909,"Great pair of sunglasses, quality is excellent and delivery was quick. Happy to recommend."
R02910,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R02911,About a month in and it started flaking at the edges. The foam density clearly was not built for regular use.
R02912,About about eight months in and the lining tore. The zip pull clearly was not built for regular use.
R02913,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R02914,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R02915,"Bought it during workouts. Within about eight months the case hinge went loose, so I would not buy again."
R02916,"Bought it for daily commuting. The lens coating is better than I expected for the price, still solid after three months."
R02917,Been using this during workouts for about two weeks now and the charging case hinge has held up well. No complaints so far.
R02918,Used it for carrying a laptop and a lunch box for three months and then the clasp stopped holding shut. Disappointing for what it cost.
R02919,"Very happy with this knife set. Great quality, quick delivery. Would recommend."
R02920,"Good product, works fine. Happy with it."
R02921,Used it on the balcony during a barbecue for four months and then started crackling above half volume. Disappointing for what it cost.
R02922,Been using this as a check-in bag for three months and the zip track still looks new. Genuinely impressed with the build.
R02923,Had this six weeks. Mainly use it for daily commuting. The frame is the part that impressed me most.
R02924,About four months in and the strap padding compressed. The chest clip clearly was not built for regular use.
R02925,Had this six weeks. Mainly use it for carrying a laptop and a lunch box. The magnetic clasp is the part that impressed me most.
R02926,Been using this when breaking down a chicken for about half a year now and the grip has held up well. No complaints so far.
R02927,"Very good, exactly what I wanted. Thanks!"
R02928,Been using this with a screen protector fitted for about four months now and the camera lip has held up well. No complaints so far.
R02929,"Bought it on a hardwood floor. The surface texture is better than I expected for the price, still solid after four months."
R02930,Really happy with this mouse. The quality is great and it arrived quickly. Recommended.
R02931,"Using it for daily college carry for about eight months. The base fabric does exactly what it needs to, nothing fancy but it works."
R02932,Mixed feelings. The inner lining is good but after four months the clasp stopped holding shut. Fine if you use it lightly.
R02933,About six weeks in and it broke me out after a fortnight. The fragrance clearly was not built for regular use.
R02934,Excellent! Very good product with superb finishing. Worth every penny!
R02935,Had this four months. Mainly use it for daily gym use. The threading is the part that impressed me most.
R02936,"Decent on a work site, though the camera lip wore down after a month. The button covers is still holding up at least."
R02937,"Bought it for driving. The frame is better than I expected for the price, still solid after about eight months."
R02938,Been using this in the shower for about a month now and the rubber seal has held up well. No complaints so far.
R02939,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R02940,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R02941,Decent product for the price. Satisfied.
R02942,Been using this while cycling for about three months now and the hinge screws has held up well. No complaints so far.
R02943,"Good product, works fine. Happy with it."
R02944,"Bought it for daily gym use. The inner coating is better than I expected for the price, still solid after a month."
R02945,Had this three months. Mainly use it for driving. The frame is the part that impressed me most.
R02946,"Using it while cooking dinner for three months. The charging port does exactly what it needs to, nothing fancy but it works."
R02947,Had this four months. Mainly use it for carrying gym kit. The base fabric is the part that impressed me most.
R02948,Excellent! Very good product with superb finishing. Worth every penny!
R02949,Had this a month. Mainly use it for daily gym use. The carry loop is the part that impressed me most.
R02950,"Bought it on a weekend trip. Within two weeks the lining tore, so I would not buy again."
R02951,Been using this for keeping tea hot at work for about six weeks now and the carry loop has held up well. No complaints so far.
R02952,Had this about eight months. Mainly use it during workouts. The mic is the part that impressed me most.
R02953,"Solid buy, no complaints at all."
R02954,"This pair of shoes is great quality and arrived fast. Very happy with it, recommended."
R02955,Used it for daily commuting for half a year and then the stitching came loose at the strap. Disappointing for what it cost.
R02956,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R02957,"Good product, works fine. Happy with it."
R02958,"Nice quality, does the job. Recommend."
R02959,"Great knife set, quality is excellent and delivery was quick. Happy to recommend."
R02960,"Using it for gaming for six weeks. The sensor does exactly what it needs to, nothing fancy but it works."
R02961,"Using it for work calls for about eight months. The battery does exactly what it needs to, nothing fancy but it works."
R02962,"Pretty good overall, would buy again."
R02963,Been using this as a daily watch for about about eight months now and the bezel has held up well. No complaints so far.
R02964,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R02965,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R02966,Wonderful item! Top quality and great service. Would definitely recommend!
R02967,Excellent mat. The quality is really good and it came fast. Recommended.
R02968,"This pair of sunglasses is great quality and arrived fast. Very happy with it, recommended."
R02969,Decent product for the price. Satisfied.
R02970,Worked fine at first but after two weeks a hinge screw worked loose. The hinge screws was the weak point.
R02971,"Bought it with a laptop while travelling. Within two weeks the left click started double-clicking, so I would not buy again."
R02972,"Using it as a check-in bag for a month. The shell corners does exactly what it needs to, nothing fancy but it works."
R02973,Had this half a year. Mainly use it when breaking down a chicken. The tang is the part that impressed me most.
R02974,Had this four months. Mainly use it in a heated class. The underside grip is the part that impressed me most.
R02975,Really happy with this pair of sunglasses. The quality is great and it arrived quickly. Recommended.
R02976,Been using this for gym sessions for about four months now and the heel counter has held up well. No complaints so far.
R02977,"Does the job on sensitive skin. Not perfect, it broke me out after a fortnight eventually, but for the price it is acceptable."
R02978,"Great case, quality is excellent and delivery was quick. Happy to recommend."
R02979,"Great bottle, quality is excellent and delivery was quick. Happy to recommend."
R02980,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R02981,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R02982,"Bought it on a glass desk. Within four months the left click started double-clicking, so I would not buy again."
R02983,"Great, arrived on time and works well."
R02984,Had this six weeks. Mainly use it for gaming. The left click switch is the part that impressed me most.
R02985,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R02986,About a month in and the arms lost their tension. The frame clearly was not built for regular use.
R02987,Excellent! Very good product with superb finishing. Worth every penny!
R02988,About six weeks in and the arms lost their tension. The nose pads clearly was not built for regular use.
R02989,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R02990,"Very good, exactly what I wanted. Thanks!"
R02991,"Very happy with this bag. Great quality, quick delivery. Would recommend."
R02992,"Pretty good overall, would buy again."
R02993,"Decent for gaming, though the scroll wheel got notchy after a month. The sensor is still holding up at least."
R02994,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R02995,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R02996,"Bought it for daily office work. Within half a year the glide feet wore down, so I would not buy again."
R02997,"This mouse is great quality and arrived fast. Very happy with it, recommended."
R02998,"Bought it for slicing bread. The handle rivets is better than I expected for the price, still solid after half a year."
R02999,Used it in heavy rain for a month and then it soaked through in rain. Disappointing for what it cost.
R03000,"Using it on a hardwood floor for six weeks. The underside grip does exactly what it needs to, nothing fancy but it works."
R03001,Mixed feelings. The bezel is good but after half a year the crystal picked up a scratch. Fine if you use it lightly.
R03002,"Bought it with a laptop while travelling. The sensor is better than I expected for the price, still solid after three months."
R03003,Mixed feelings. The handle rivets is good but after about eight months a small chip appeared near the tip. Fine if you use it lightly.
R03004,Used it for long gaming sessions for three months and then the seat foam flattened. Disappointing for what it cost.
R03005,Had this half a year. Mainly use it for gym sessions. The toe box is the part that impressed me most.
R03006,"Great case, quality is excellent and delivery was quick. Happy to recommend."
R03007,Picked this up for keeping tea hot at work. After three months the inner coating shows no wear at all. Exactly what I hoped for.
R03008,Been using this at a small house party for about half a year now and the pairing button has held up well. No complaints so far.
R03009,"Great suitcase, quality is excellent and delivery was quick. Happy to recommend."
R03010,"This watch is great quality and arrived fast. Very happy with it, recommended."
R03011,Wonderful item! Top quality and great service. Would definitely recommend!
R03012,Had this two weeks. Mainly use it on a two week trip. The zip track is the part that impressed me most.
R03013,"Using it for floor workouts for six weeks. The underside grip does exactly what it needs to, nothing fancy but it works."
R03014,Been using this after a waist height drop onto tile for about six weeks now and the inner lining has held up well. No complaints so far.
R03015,Used it on daily commutes for a month and then the touch controls got erratic. Disappointing for what it cost.
R03016,"Pretty good overall, would buy again."
R03017,Been using this for gym sessions for about four months now and the toe box has held up well. No complaints so far.
R03018,"Using it for gym sessions for six weeks. The toe box does exactly what it needs to, nothing fancy but it works."
R03019,Worked fine at first but after half a year the left click started double-clicking. The left click switch was the weak point.
R03020,Been using this for gym sessions for about about eight months now and the insole has held up well. No complaints so far.
R03021,"Decent for daily pocket carry, though the camera lip wore down after six weeks. The port cutout is still holding up at least."
R03022,"Using it on a hardwood floor for three months. The underside grip does exactly what it needs to, nothing fancy but it works."
R03023,"Bought it in a busy kitchen. The grip is better than I expected for the price, still solid after about eight months."
R03024,Been using this for slicing bread for about a month now and the bolster has held up well. No complaints so far.
R03025,About three months in and the base fabric started fraying. The main zip clearly was not built for regular use.
R03026,About about eight months in and the left click started double-clicking. The scroll wheel clearly was not built for regular use.
R03027,"Very happy with this suitcase. Great quality, quick delivery. Would recommend."
R03028,Had it a month for daily gym use. The carry loop has held up better than the last one I owned. Very pleased.
R03029,Had this about eight months. Mainly use it for monthly work travel. The shell corners is the part that impressed me most.
R03030,Had this three months. Mainly use it in a home office. The seat foam is the part that impressed me most.
R03031,About two weeks in and started crackling above half volume. The rubber seal clearly was not built for regular use.
R03032,Had this two weeks. Mainly use it for monthly work travel. The shell corners is the part that impressed me most.
R03033,"Decent for daily commuting, though the zip started catching after three months. The magnetic clasp is still holding up at least."
R03034,Been using this through three connecting flights for about three months now and the telescopic handle has held up well. No complaints so far.
R03035,About about eight months in and the handle started sticking halfway. The shell corners clearly was not built for regular use.
R03036,About two weeks in and the left bud stopped charging. The mic clearly was not built for regular use.
R03037,Using it with a laptop while travelling for three months now. The left click switch is well made and everything still works perfectly.
R03038,"Great, arrived on time and works well."
R03039,"Bought it in a car cup holder. The inner coating is better than I expected for the price, still solid after a month."
R03040,"Bought it on a camping trip. The bass driver is better than I expected for the price, still solid after four months."
R03041,"Very good, exactly what I wanted. Thanks!"
R03042,"Bought it for work calls. The ear tips is better than I expected for the price, still solid after six weeks."
R03043,"Great pair of sunglasses, quality is excellent and delivery was quick. Happy to recommend."
R03044,"Pretty good overall, would buy again."
R03045,"Pretty good overall, would buy again."
R03046,Had it three months on a long airport day. The heel counter has held up better than the last one I owned. Very pleased.
R03047,"Bought it for daily office work. The scroll wheel is better than I expected for the price, still solid after four months."
R03048,"Very happy with this case. Great quality, quick delivery. Would recommend."
R03049,Been using this for a daily walk to work for about three months now and the heel counter has held up well. No complaints so far.
R03050,"Using it as a daily watch for three months. The bezel does exactly what it needs to, nothing fancy but it works."
R03051,Excellent mat. The quality is really good and it came fast. Recommended.
R03052,"Does the job as a daily watch. Not perfect, a strap pin sheared eventually, but for the price it is acceptable."
R03053,Had this four months. Mainly use it for work calls. The mic is the part that impressed me most.
R03054,Had this six weeks. Mainly use it on daily commutes. The charging case hinge is the part that impressed me most.
R03055,"Pretty good overall, would buy again."
R03056,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R03057,"Using it for work calls for four months. The ear tips does exactly what it needs to, nothing fancy but it works."
R03058,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R03059,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R03060,Picked this up on wet pavement. After three months the insole shows no wear at all. Exactly what I hoped for.
R03061,"Bought it for slicing bread. Within half a year the handle worked loose, so I would not buy again."
R03062,"Very happy with this pair of shoes. Great quality, quick delivery. Would recommend."
R03063,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R03064,"Using it for daily vegetable prep for four months. The tang does exactly what it needs to, nothing fancy but it works."
R03065,About half a year in and the seal leaked in a bag. The jar seal clearly was not built for regular use.
R03066,"Does the job in the shower. Not perfect, stopped holding a charge eventually, but for the price it is acceptable."
R03067,Really happy with this mouse. The quality is great and it arrived quickly. Recommended.
R03068,"Decent for gym sessions, though the grip went on wet floors after half a year. The heel counter is still holding up at least."
R03069,Had this four months. Mainly use it for keeping tea hot at work. The inner coating is the part that impressed me most.
R03070,"Very happy with this speaker. Great quality, quick delivery. Would recommend."
R03071,Been using this for work calls for about half a year now and the battery has held up well. No complaints so far.
R03072,"Great mouse, quality is excellent and delivery was quick. Happy to recommend."
R03073,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03074,"Using it while swimming for two weeks. The clasp does exactly what it needs to, nothing fancy but it works."
R03075,"Does the job for daily morning practice. Not perfect, a permanent crease formed eventually, but for the price it is acceptable."
R03076,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03077,"This speaker is great quality and arrived fast. Very happy with it, recommended."
R03078,Excellent chair. The quality is really good and it came fast. Recommended.
R03079,Excellent bag. The quality is really good and it came fast. Recommended.
R03080,Used it for monthly work travel for three months and then the handle started sticking halfway. Disappointing for what it cost.
R03081,Worked fine at first but after three months it started flaking at the edges. The edge binding was the weak point.
R03082,"Pretty good overall, would buy again."
R03083,"Bought it as a daily watch. The clasp is better than I expected for the price, still solid after a month."
R03084,Using it for daily commuting for about eight months now. The base studs is well made and everything still works perfectly.
R03085,"Bought it with a screen protector fitted. The corner bumpers is better than I expected for the price, still solid after two weeks."
R03086,"Great bottle, quality is excellent and delivery was quick. Happy to recommend."
R03087,Had this a month. Mainly use it on a hardwood floor. The edge binding is the part that impressed me most.
R03088,Had it half a year on a two week trip. The zip track has held up better than the last one I owned. Very pleased.
R03089,Excellent! Very good product with superb finishing. Worth every penny!
R03090,"Very happy with this case. Great quality, quick delivery. Would recommend."
R03091,Used it for gaming for a month and then the scroll wheel got notchy. Disappointing for what it cost.
R03092,About about eight months in and a wheel seized. The spinner wheels clearly was not built for regular use.
R03093,Been using this for floor workouts for three months and the foam density still looks new. Genuinely impressed with the build.
R03094,Had this two weeks. Mainly use it for eight hour work days. The lumbar support is the part that impressed me most.
R03095,"Pretty good overall, would buy again."
R03096,"Bought it on a long flight. The touch controls is better than I expected for the price, still solid after half a year."
R03097,Really happy with this mat. The quality is great and it arrived quickly. Recommended.
R03098,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03099,Picked this up while cycling. After two weeks the frame shows no wear at all. Exactly what I hoped for.
R03100,Had this half a year. Mainly use it for eight hour work days. The castor wheels is the part that impressed me most.
R03101,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03102,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R03103,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03104,Mixed feelings. The rubber seal is good but after four months stopped holding a charge. Fine if you use it lightly.
R03105,Excellent suitcase. The quality is really good and it came fast. Recommended.
R03106,Been using this on a weekend trip for about two weeks now and the base studs has held up well. No complaints so far.
R03107,"Bought it on wet pavement. The insole is better than I expected for the price, still solid after four months."
R03108,"Using it as a work bag for about eight months. The zip pull does exactly what it needs to, nothing fancy but it works."
R03109,Used it in the shower for two weeks and then stopped holding a charge. Disappointing for what it cost.
R03110,Worked fine at first but after about eight months a zip tooth broke. The base fabric was the weak point.
R03111,"Very happy with this speaker. Great quality, quick delivery. Would recommend."
R03112,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R03113,Mixed feelings. The pairing button is good but after two weeks started crackling above half volume. Fine if you use it lightly.
R03114,Used it for carrying a laptop and a lunch box for half a year and then the stitching came loose at the strap. Disappointing for what it cost.
R03115,"Bought it for daily office work. The sensor is better than I expected for the price, still solid after about eight months."
R03116,Wonderful item! Top quality and great service. Would definitely recommend!
R03117,Been using this through a dry winter for about two weeks now and the pump dispenser has held up well. No complaints so far.
R03118,"Bought it for gaming. The scroll wheel is better than I expected for the price, still solid after two weeks."
R03119,"Pretty good overall, would buy again."
R03120,Had this a month. Mainly use it for a formal event. The strap pins is the part that impressed me most.
R03121,Worked fine at first but after six weeks the lining tore. The zip pull was the weak point.
R03122,Worked fine at first but after six weeks the threading cross-threads easily. The threading was the weak point.
R03123,"Very happy with this suitcase. Great quality, quick delivery. Would recommend."
R03124,Picked this up on a camping trip. After three months the pairing button shows no wear at all. Exactly what I hoped for.
R03125,"Decent on wet pavement, though the insole compressed flat after three months. The heel counter is still holding up at least."
R03126,Decent product for the price. Satisfied.
R03127,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R03128,"Using it as a daily watch for a month. The strap pins does exactly what it needs to, nothing fancy but it works."
R03129,Really happy with this speaker. The quality is great and it arrived quickly. Recommended.
R03130,Had this about eight months. Mainly use it on a beach holiday. The hinge screws is the part that impressed me most.
R03131,Superb! Fantastic quality and amazing value for money. Very happy with this purchase!
R03132,Been using this in heavy rain for about four months now and the main zip has held up well. No complaints so far.
R03133,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R03134,Been using this as a daily watch for about a month now and the clasp has held up well. No complaints so far.
R03135,"Bought it while swimming. Within about eight months the clasp stopped locking properly, so I would not buy again."
R03136,"Using it for gaming for two weeks. The side buttons does exactly what it needs to, nothing fancy but it works."
R03137,"This set of earbuds is great quality and arrived fast. Very happy with it, recommended."
R03138,"Bought it while cooking dinner. The bass driver is better than I expected for the price, still solid after about eight months."
R03139,"Does the job for eight hour work days. Not perfect, the seat foam flattened eventually, but for the price it is acceptable."
R03140,Decent product for the price. Satisfied.
R03141,"Great set of earbuds, quality is excellent and delivery was quick. Happy to recommend."
R03142,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R03143,Really happy with this set of earbuds. The quality is great and it arrived quickly. Recommended.
R03144,Wonderful item! Top quality and great service. Would definitely recommend!
R03145,"Great speaker, quality is excellent and delivery was quick. Happy to recommend."
R03146,Picked this up for daily commuting. After half a year the zip pull shows no wear at all. Exactly what I hoped for.
R03147,Really happy with this set. The quality is great and it arrived quickly. Recommended.
R03148,Decent product for the price. Satisfied.
R03149,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R03150,Been using this for eight hour work days for about a month now and the seat foam has held up well. No complaints so far.
R03151,"Very happy with this bottle. Great quality, quick delivery. Would recommend."
R03152,Picked this up as a check-in bag. After half a year the latches shows no wear at all. Exactly what I hoped for.
R03153,"Nice quality, does the job. Recommend."
R03154,Mixed feelings. The touch controls is good but after four months the case hinge went loose. Fine if you use it lightly.
R03155,"Does the job for keeping tea hot at work. Not perfect, the threading cross-threads easily eventually, but for the price it is acceptable."
R03156,"Great backpack, quality is excellent and delivery was quick. Happy to recommend."
R03157,"Bought it with a laptop while travelling. Within half a year the glide feet wore down, so I would not buy again."
R03158,Mixed feelings. The texture is good but after four months the texture separated. Fine if you use it lightly.
R03159,"Using it during workouts for three months. The battery does exactly what it needs to, nothing fancy but it works."
R03160,Worst purchase. Poor quality item. Totally disappointed. Not recommended at all.
R03161,Excellent! Very good product with superb finishing. Worth every penny!
R03162,Been using this with a laptop while travelling for three months and the left click switch still looks new. Genuinely impressed with the build.
R03163,"Pretty good overall, would buy again."
R03164,Used it for long gaming sessions for two weeks and then an armrest developed play. Disappointing for what it cost.
R03165,"Using it on a long airport day for half a year. The outsole grip does exactly what it needs to, nothing fancy but it works."
R03166,Really happy with this pair of shoes. The quality is great and it arrived quickly. Recommended.
R03167,Worked fine at first but after half a year it gained a few minutes a week. The crown was the weak point.
R03168,Really happy with this set. The quality is great and it arrived quickly. Recommended.
R03169,"Very good, exactly what I wanted. Thanks!"
R03170,Been using this as a work bag for about four months now and the shoulder strap has held up well. No complaints so far.
R03171,Really happy with this bottle. The quality is great and it arrived quickly. Recommended.
R03172,"Bought it for daily office work. The sensor is better than I expected for the price, still solid after a month."
R03173,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R03174,"Pretty good overall, would buy again."
R03175,Had this a month. Mainly use it on daily commutes. The ear tips is the part that impressed me most.
R03176,About half a year in and the seat foam flattened. The gas lift clearly was not built for regular use.
R03177,Had this four months. Mainly use it during workouts. The charging case hinge is the part that impressed me most.
R03178,"Using it for monthly work travel for two weeks. The telescopic handle does exactly what it needs to, nothing fancy but it works."
R03179,"Using it for daily vegetable prep for about eight months. The handle rivets does exactly what it needs to, nothing fancy but it works."
R03180,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R03181,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R03182,"Decent for daily vegetable prep, though a small chip appeared near the tip after six weeks. The blade edge is still holding up at least."
R03183,Used it in heavy rain for about eight months and then a zip tooth broke. Disappointing for what it cost.
R03184,Been using this on a long airport day for about three months now and the laces has held up well. No complaints so far.
R03185,"Bought it on a beach holiday. The temple arms is better than I expected for the price, still solid after about eight months."
R03186,"Using it in the shower for six weeks. The bass driver does exactly what it needs to, nothing fancy but it works."
R03187,"Very happy with this set. Great quality, quick delivery. Would recommend."
R03188,Using it for daily commuting for about eight months now. The shoulder strap is well made and everything still works perfectly.
R03189,Decent product for the price. Satisfied.
R03190,Had this four months. Mainly use it for keeping tea hot at work. The spout is the part that impressed me most.
R03191,Had this a month. Mainly use it for daily commuting. The hinge screws is the part that impressed me most.
R03192,Really happy with this speaker. The quality is great and it arrived quickly. Recommended.
R03193,Wonderful item! Top quality and great service. Would definitely recommend!
R03194,"Nice quality, does the job. Recommend."
R03195,"Very good, exactly what I wanted. Thanks!"
R03196,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R03197,"Does the job for daily gym use. Not perfect, the coating flaked inside eventually, but for the price it is acceptable."
R03198,Worked fine at first but after six weeks it broke me out after a fortnight. The fragrance was the weak point.
R03199,Had this six weeks. Mainly use it on a long airport day. The outsole grip is the part that impressed me most.
R03200,"Great mouse, quality is excellent and delivery was quick. Happy to recommend."
R03201,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R03202,About three months in and it gained a few minutes a week. The crown clearly was not built for regular use.
R03203,Picked this up on the balcony during a barbecue. After three months the rubber seal shows no wear at all. Exactly what I hoped for.
R03204,Wonderful item! Top quality and great service. Would definitely recommend!
R03205,"Using it for daily gym use for three months. The inner coating does exactly what it needs to, nothing fancy but it works."
R03206,"Bought it for monthly work travel. The zip track is better than I expected for the price, still solid after six weeks."
R03207,"Decent as a check-in bag, though a shell corner cracked after half a year. The spinner wheels is still holding up at least."
R03208,Had this three months. Mainly use it on a long airport day. The toe box is the part that impressed me most.
R03209,"Solid buy, no complaints at all."
R03210,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R03211,"Very good, exactly what I wanted. Thanks!"
R03212,Had this three months. Mainly use it for daily commuting. The inner lining is the part that impressed me most.
R03213,"Decent for gym sessions, though the grip went on wet floors after three months. The toe box is still holding up at least."
R03214,Mixed feelings. The lens coating is good but after two weeks the nose pads discoloured. Fine if you use it lightly.
R03215,"Using it for slicing bread for two weeks. The bolster does exactly what it needs to, nothing fancy but it works."
R03216,Mixed feelings. The jar seal is good but after two weeks the pump stopped drawing product. Fine if you use it lightly.
R03217,About four months in and the grip went once it got sweaty. The surface texture clearly was not built for regular use.
R03218,Picked this up for daily gym use. After four months the inner coating shows no wear at all. Exactly what I hoped for.
R03219,"Bought it on a beach holiday. The frame is better than I expected for the price, still solid after about eight months."
R03220,"Bought it as a nightly routine. The jar seal is better than I expected for the price, still solid after six weeks."
R03221,"Bought it with a laptop while travelling. The left click switch is better than I expected for the price, still solid after about eight months."
R03222,Had this six weeks. Mainly use it for a formal event. The clasp is the part that impressed me most.
R03223,Used it on a long flight for a month and then the touch controls got erratic. Disappointing for what it cost.
R03224,Been using this for daily commuting for about about eight months now and the hinge screws has held up well. No complaints so far.
R03225,Wonderful item! Top quality and great service. Would definitely recommend!
R03226,Worked fine at first but after two weeks the coating started flaking. The hinge screws was the weak point.
R03227,Mixed feelings. The main zip is good but after three months the strap padding compressed. Fine if you use it lightly.
R03228,"Nice quality, does the job. Recommend."
R03229,"Bought it on a week of travel. The laptop sleeve is better than I expected for the price, still solid after half a year."
R03230,Worked fine at first but after four months the case hinge went loose. The charging case hinge was the weak point.
R03231,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R03232,"Bought it for long gaming sessions. The castor wheels is better than I expected for the price, still solid after four months."
R03233,"Does the job for daily office work. Not perfect, a side button stopped registering eventually, but for the price it is acceptable."
R03234,"Decent as a check-in bag, though the handle started sticking halfway after a month. The zip track is still holding up at least."
R03235,Been using this while cooking dinner for about a month now and the pairing button has held up well. No complaints so far.
R03236,"Great watch, quality is excellent and delivery was quick. Happy to recommend."
R03237,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R03238,Worked fine at first but after half a year the grip went once it got sweaty. The surface texture was the weak point.
R03239,Worked fine at first but after four months the stitching came loose at the strap. The inner lining was the weak point.
R03240,Excellent pair of sunglasses. The quality is really good and it came fast. Recommended.
R03241,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R03242,Been using this as a check-in bag for three months and the latches still looks new. Genuinely impressed with the build.
R03243,Been using this for daily college carry for about four months now and the shoulder straps has held up well. No complaints so far.
R03244,Decent product for the price. Satisfied.
R03245,"Good product, works fine. Happy with it."
R03246,"Decent for carrying gym kit, though the strap padding compressed after half a year. The main zip is still holding up at least."
R03247,"This mat is great quality and arrived fast. Very happy with it, recommended."
R03248,"This pair of shoes is great quality and arrived fast. Very happy with it, recommended."
R03249,Picked this up while studying late. After two weeks the seat foam shows no wear at all. Exactly what I hoped for.
R03250,Mixed feelings. The sensor is good but after two weeks the scroll wheel got notchy. Fine if you use it lightly.
R03251,"Great pair of shoes, quality is excellent and delivery was quick. Happy to recommend."
R03252,Been using this with a laptop while travelling for about a month now and the scroll wheel has held up well. No complaints so far.
R03253,"Bought it for gaming. The sensor is better than I expected for the price, still solid after three months."
R03254,"Does the job for daily commuting. Not perfect, the stitching came loose at the strap eventually, but for the price it is acceptable."
R03255,Had this a month. Mainly use it for work calls. The ear tips is the part that impressed me most.
R03256,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R03257,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R03258,Been using this for work calls for about a month now and the touch controls has held up well. No complaints so far.
R03259,"Using it as a work bag for about eight months. The zip pull does exactly what it needs to, nothing fancy but it works."
R03260,"Nice quality, does the job. Recommend."
R03261,"Solid buy, no complaints at all."
R03262,Been using this for keeping tea hot at work for about four months now and the lid gasket has held up well. No complaints so far.
